CUST_ID,TENURE,BALANCE_interval,PURCHASES_interval,ONEOFF_PURCHASES_interval,INSTALLMENTS_PURCHASES_interval,CASH_ADVANCE_interval,CREDIT_LIMIT_interval,PAYMENTS_interval,MINIMUM_PAYMENTS_interval,PURCHASES_TRX_interval,CASH_ADVANCE_TRX_interval,BALANCE_FREQUENCY_interval,PURCHASES_FREQUENCY_interval,ONEOFF_PURCHASES_FREQUENCY_interval,PURCHASES_INSTALLMENTS_FREQUENCY_interval,CASH_ADVANCE_FREQUENCY_interval,PRC_FULL_PAYMENT_interval,Cluster
C14766,11.0,5,0,0,0,5,5,5,3,0,3,10,0,0,0,7,1,1
C14767,12.0,2,1,0,1,0,0,3,1,3,0,10,10,0,10,0,0,2
C14768,12.0,0,0,0,0,3,0,2,3,0,3,10,0,0,0,5,0,1
C14769,12.0,1,3,2,2,0,3,2,1,0,0,10,10,10,10,0,0,5
C14770,12.0,2,2,2,0,0,3,2,1,1,0,10,2,2,0,0,0,0
C14771,12.0,1,3,3,3,1,0,3,1,0,1,10,9,9,7,1,6,5
C14772,12.0,0,0,0,0,0,5,3,3,0,2,10,0,0,0,4,0,1
C14773,12.0,2,0,0,0,2,3,2,1,0,1,10,0,0,0,1,0,1
C14774,12.0,1,3,1,3,0,3,2,1,0,0,10,10,1,10,0,5,2
C14775,9.0,1,0,0,0,1,3,0,1,0,1,2,0,0,0,2,0,3
C14776,12.0,1,1,1,0,2,2,2,1,3,2,10,2,2,0,3,0,1
C14777,12.0,5,3,0,3,1,6,3,3,2,1,10,8,0,7,1,0,4
C14778,12.0,1,3,0,3,1,0,3,1,7,1,7,10,0,10,2,3,2
C14779,12.0,1,0,0,0,3,3,5,1,0,1,2,0,0,0,1,10,3
C14780,12.0,3,0,0,0,3,3,1,3,0,1,10,0,0,0,3,0,1
C14781,12.0,1,2,0,2,1,5,2,1,4,1,10,9,0,9,1,2,2
C14783,12.0,3,0,0,0,3,3,3,1,0,2,10,0,0,0,3,1,1
C14784,12.0,1,3,3,0,0,0,3,1,5,0,10,8,8,0,0,3,5
C14785,12.0,5,0,0,0,0,5,3,6,0,3,10,0,0,0,4,0,1
C14786,12.0,1,2,0,2,0,3,1,1,5,0,10,10,0,10,0,8,2
C14787,12.0,0,0,0,0,0,0,2,2,0,2,10,0,0,0,3,0,1
C14788,12.0,3,0,3,3,0,0,5,1,5,0,10,10,4,10,0,1,5
C14789,7.0,2,3,2,1,0,2,3,1,2,0,10,9,2,8,0,0,2
C14790,12.0,3,1,0,1,3,3,3,1,1,1,10,4,0,3,3,0,1
C14791,12.0,0,0,0,0,2,5,2,3,0,1,10,0,0,0,1,0,1
C14792,12.0,3,2,2,0,0,5,2,2,2,0,10,4,4,0,0,0,0
C14793,10.0,1,3,3,1,0,2,2,1,5,0,10,9,5,5,0,3,5
C14794,12.0,1,1,0,1,0,3,1,1,2,0,7,5,0,5,0,6,2
C14795,12.0,5,3,0,3,1,6,6,3,3,1,10,10,0,10,1,2,4
C14796,12.0,1,1,1,1,0,0,1,1,2,0,10,4,1,2,0,0,0
C14797,12.0,1,1,0,1,1,3,1,1,3,1,10,10,0,9,1,3,2
C14798,12.0,2,1,1,0,0,5,1,1,1,0,10,1,1,0,0,0,0
C14799,12.0,1,3,3,1,1,5,3,1,5,1,10,8,5,5,2,1,5
C14800,12.0,1,2,1,1,3,3,3,1,2,1,10,7,1,7,2,0,2
C14802,12.0,3,3,0,3,0,3,3,3,3,0,10,10,0,10,0,0,2
C14803,12.0,3,0,0,0,1,3,2,2,0,2,10,0,0,0,6,0,1
C14804,7.0,3,1,0,1,3,3,1,3,2,1,9,9,0,8,3,0,4
C14805,12.0,1,3,3,1,0,0,3,1,3,0,10,7,4,4,0,5,5
C14806,12.0,1,1,1,0,0,6,0,1,1,0,6,2,2,0,0,0,3
C14807,12.0,1,3,2,2,0,3,1,1,3,0,10,3,3,2,0,0,0
C14808,12.0,1,3,1,3,0,3,3,1,4,0,10,7,2,6,0,9,2
C14809,12.0,1,1,1,0,0,3,1,1,1,0,10,2,2,0,0,0,0
C14810,12.0,3,0,0,1,1,3,1,1,1,1,10,0,0,2,1,0,1
C14811,10.0,1,1,0,1,0,2,1,1,2,0,10,10,0,9,0,10,2
C14812,12.0,2,0,0,0,0,3,0,1,0,3,10,0,0,0,3,3,1
C14813,12.0,3,0,0,0,2,3,1,2,0,1,10,0,0,0,2,0,1
C14814,12.0,3,0,0,0,2,0,2,2,0,2,10,0,0,0,5,0,1
C14815,12.0,3,3,3,1,0,3,2,1,2,0,10,5,5,1,0,0,0
C14816,12.0,3,0,0,0,3,3,2,2,0,2,10,0,0,0,3,0,1
C14817,12.0,1,1,0,1,0,3,1,1,1,0,2,1,0,1,0,10,3
C14818,12.0,2,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C14819,12.0,1,0,0,0,3,3,3,1,0,1,5,0,0,0,1,4,3
C14820,12.0,3,2,2,0,0,3,1,2,3,0,10,10,10,0,0,0,0
C14821,12.0,1,3,3,0,0,5,3,1,3,0,8,5,5,0,0,5,5
C14822,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C14823,12.0,1,1,0,1,0,2,1,1,2,0,10,5,0,5,0,0,0
C14824,12.0,1,3,3,1,0,3,3,1,3,0,10,9,8,1,0,2,5
C14825,12.0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,3
C14826,6.0,1,1,1,0,0,3,1,1,2,0,7,7,7,0,0,0,0
C14827,12.0,2,1,0,1,0,2,2,2,2,0,10,6,0,6,0,0,2
C14828,6.0,0,2,1,2,0,0,1,0,4,3,9,9,2,7,2,0,2
C14829,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,3,0,1
C14830,7.0,2,0,0,0,3,3,3,1,0,1,9,0,0,0,2,3,1
C14831,12.0,1,3,1,3,0,5,3,1,5,0,10,7,1,6,0,7,2
C14832,12.0,2,0,0,0,3,3,0,1,0,1,10,0,0,0,3,2,1
C14833,12.0,1,1,0,1,0,0,1,1,1,0,3,3,0,2,0,10,3
C14834,12.0,0,3,2,1,3,0,0,2,5,1,10,10,10,6,2,0,5
C14835,12.0,3,5,3,3,0,3,0,3,7,0,10,10,4,10,0,0,5
C14836,12.0,6,2,2,0,0,6,0,0,5,2,10,10,10,0,5,0,4
C14837,12.0,2,5,0,5,0,6,5,1,7,0,10,10,7,10,0,10,5
C14838,12.0,0,2,2,0,0,0,0,2,0,1,10,6,6,0,2,1,0
C14839,12.0,2,2,0,2,2,0,2,1,2,1,10,5,0,5,1,0,2
C14841,12.0,3,0,3,3,0,5,5,2,7,0,10,10,10,10,0,0,5
C14842,12.0,3,1,1,0,0,3,1,1,1,0,10,2,2,0,0,0,0
C14843,12.0,0,0,0,0,3,5,3,3,0,3,10,0,0,0,5,0,1
C14844,12.0,5,1,1,0,0,5,3,3,1,4,10,2,2,0,7,0,4
C14845,12.0,3,2,2,1,0,3,2,2,4,0,10,6,5,3,0,0,0
C14846,12.0,5,0,0,0,0,6,0,0,0,2,10,0,0,0,5,0,1
C14847,11.0,1,1,0,1,0,0,1,1,3,0,7,7,0,6,0,4,2
C14848,12.0,3,1,1,0,3,5,2,2,1,1,10,2,2,0,1,0,1
C14849,12.0,5,0,0,0,6,6,6,3,0,3,10,0,0,0,5,1,1
C14850,12.0,5,1,0,1,1,6,3,3,2,1,10,5,0,5,1,0,4
C14851,12.0,5,3,0,3,2,5,3,3,3,2,10,5,0,4,4,0,4
C14852,7.0,1,0,0,0,1,3,1,1,0,1,10,0,0,0,3,0,1
C14853,12.0,5,0,0,0,0,5,3,3,0,4,10,0,0,0,8,0,1
C14854,12.0,3,2,0,2,3,3,0,2,5,2,10,10,0,10,4,1,4
C14855,12.0,3,3,1,2,0,0,2,1,3,0,10,9,2,8,0,0,2
C14856,8.0,1,1,0,1,0,2,1,1,2,0,10,10,0,9,0,7,2
C14857,12.0,2,1,0,1,0,3,1,1,2,0,10,5,0,5,0,0,0
C14858,12.0,3,3,2,1,0,0,1,1,5,0,10,10,9,4,0,0,5
C14859,12.0,3,0,0,0,3,0,5,2,0,1,6,0,0,0,3,2,1
C14860,12.0,1,1,1,1,0,3,1,1,2,0,10,5,1,5,0,0,0
C14861,12.0,1,3,0,3,0,3,3,1,2,0,7,6,0,5,0,4,2
C14862,12.0,1,1,1,0,0,3,1,1,3,0,10,10,10,0,0,1,0
C14863,12.0,3,2,2,0,0,3,2,1,2,0,10,6,6,0,0,0,0
C14864,12.0,1,1,1,0,1,3,1,1,1,2,7,1,1,0,4,2,1
C14865,12.0,2,3,0,3,0,6,2,1,3,0,10,10,0,9,0,0,2
C14866,12.0,0,0,0,0,2,6,3,2,0,2,10,0,0,0,6,0,1
C14867,12.0,2,0,0,0,3,5,3,1,0,1,10,0,0,0,1,0,1
C14868,12.0,0,0,0,0,3,5,3,2,0,1,10,0,0,0,3,0,1
C14870,12.0,3,0,0,0,3,0,1,2,0,1,10,0,0,0,3,0,1
C14871,12.0,1,1,0,1,0,0,1,1,4,0,10,10,0,10,0,3,2
C14872,12.0,1,3,3,1,0,0,3,1,2,0,5,3,1,3,0,2,3
C14873,12.0,3,0,0,0,2,3,3,3,0,3,10,0,0,0,5,0,1
C14874,10.0,0,3,2,3,0,5,3,2,7,5,9,9,8,8,8,0,4
C14876,12.0,1,0,0,0,3,5,3,1,0,3,10,0,0,0,6,1,1
C14877,12.0,1,1,1,0,0,3,1,1,1,0,10,4,4,0,0,0,0
C14878,12.0,5,0,0,0,3,5,3,3,0,1,10,0,0,0,1,0,1
C14879,12.0,1,0,0,0,1,2,3,1,0,1,2,0,0,0,1,10,3
C14880,12.0,5,0,0,1,3,5,3,3,5,3,10,9,5,8,5,0,4
C14881,12.0,3,0,0,0,2,5,2,2,0,1,10,0,0,0,1,0,1
C14882,12.0,1,2,1,1,0,3,2,1,5,0,10,9,5,7,0,0,2
C14884,12.0,2,0,0,0,1,2,1,1,0,2,10,0,0,0,5,0,1
C14885,12.0,6,2,2,1,3,6,3,0,3,3,10,10,3,7,4,0,4
C14886,12.0,6,0,0,0,5,6,3,0,0,5,10,0,0,0,5,0,1
C14887,11.0,1,1,0,1,0,5,3,1,1,0,10,1,0,1,0,0,0
C14888,12.0,0,5,3,0,0,3,0,5,7,0,10,10,6,10,0,0,5
C14889,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,1,0,1
C14890,12.0,3,3,3,2,0,0,0,1,5,0,10,10,5,9,0,0,5
C14892,12.0,3,3,3,2,0,5,3,1,0,0,10,10,3,10,0,0,5
C14894,12.0,0,0,3,3,0,6,0,2,5,0,10,10,8,9,0,0,5
C14895,12.0,1,1,1,0,0,0,1,1,1,0,7,3,3,0,0,0,0
C14896,12.0,1,1,1,1,0,3,1,1,3,0,9,7,2,5,0,5,2
C14897,12.0,3,0,2,3,0,5,2,1,5,0,10,10,4,10,0,0,5
C14898,12.0,1,2,2,0,1,2,3,1,1,1,9,2,2,0,1,7,0
C14899,12.0,2,0,0,0,3,3,1,1,0,1,7,0,0,0,1,0,1
C14900,11.0,1,1,1,0,0,5,1,1,1,0,5,5,5,0,0,7,3
C14901,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C14902,12.0,1,0,0,0,0,3,5,1,4,0,6,6,6,0,0,8,3
C14903,11.0,3,0,0,0,1,0,2,1,0,1,10,0,0,0,1,0,1
C14904,12.0,0,1,0,1,0,5,0,2,2,0,10,5,0,5,0,1,0
C14905,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,1,0,1
C14906,12.0,0,1,1,0,0,6,3,3,1,0,10,2,2,0,0,0,0
C14907,12.0,1,3,1,3,0,0,3,1,0,0,10,10,10,10,0,10,5
C14908,11.0,1,1,1,1,0,5,1,1,3,0,10,10,2,10,0,3,2
C14909,12.0,3,2,2,1,2,0,1,2,2,2,10,5,5,1,3,0,0
C14910,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,2,0,1
C14911,12.0,1,1,1,0,1,3,1,1,1,1,2,1,1,0,1,10,3
C14912,12.0,1,1,1,0,2,5,3,1,1,1,3,1,1,0,2,0,3
C14913,12.0,3,2,0,2,0,3,2,2,1,0,10,5,0,5,0,0,2
C14914,8.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,2,0,1
C14915,12.0,0,2,0,2,0,2,2,1,2,0,0,6,0,6,0,0,3
C14916,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,4,0,1
C14917,12.0,1,2,2,0,0,0,2,1,3,0,8,5,5,0,0,0,0
C14918,12.0,0,0,0,0,3,5,0,5,8,2,10,7,7,0,3,0,4
C14919,12.0,2,1,0,1,0,2,1,1,1,0,10,3,0,3,0,0,0
C14920,12.0,1,1,1,0,0,5,1,1,1,0,4,4,4,0,0,0,3
C14921,9.0,1,1,0,1,0,3,1,1,2,0,10,10,0,9,0,10,2
C14922,12.0,3,0,0,0,2,3,3,1,0,1,10,0,0,0,2,1,1
C14923,12.0,1,1,1,1,1,5,1,1,1,1,9,3,1,1,1,2,0
C14924,10.0,3,0,3,3,3,5,2,2,0,2,9,9,9,6,5,0,4
C14925,12.0,1,1,1,0,0,1,1,1,1,0,10,1,1,0,0,0,0
C14926,12.0,1,3,3,0,0,3,3,1,5,0,10,9,9,0,0,5,5
C14927,12.0,3,1,0,1,3,3,2,2,2,1,10,7,0,6,3,0,4
C14928,12.0,1,1,1,0,0,0,1,1,1,0,4,1,1,0,0,0,3
C14929,12.0,2,2,1,1,1,3,1,1,3,1,10,7,4,5,1,0,0
C14930,12.0,5,0,0,0,5,6,3,3,0,2,10,0,0,0,4,0,1
C14931,12.0,3,3,3,2,0,6,0,2,0,2,10,8,5,6,4,0,4
C14932,12.0,1,1,1,0,3,3,1,1,1,1,9,2,2,0,1,0,0
C14933,12.0,1,1,0,1,0,0,3,1,1,0,6,5,0,5,0,2,3
C14934,6.0,1,0,0,0,3,3,0,2,0,5,4,0,0,0,4,0,1
C14935,12.0,1,1,1,0,0,3,1,1,1,0,10,3,3,0,0,0,0
C14936,12.0,1,3,1,3,0,3,3,1,2,0,10,7,2,5,0,7,2
C14937,12.0,3,0,0,0,1,3,2,2,0,2,10,0,0,0,6,0,1
C14938,8.0,1,1,1,1,0,5,1,1,1,0,5,4,2,2,0,10,3
C14939,12.0,2,1,1,0,1,2,1,1,1,1,10,1,1,0,1,0,0
C14940,12.0,1,1,1,0,0,3,1,1,1,0,2,1,1,0,0,0,3
C14941,12.0,0,0,0,0,3,5,3,2,0,1,10,0,0,0,2,0,1
C14942,12.0,1,1,1,0,0,5,1,1,3,0,10,10,10,0,0,8,5
C14943,10.0,1,1,0,1,0,2,2,1,1,0,7,2,0,1,0,0,3
C14944,12.0,3,1,1,1,0,3,1,1,2,0,10,7,4,3,0,0,0
C14945,12.0,1,0,0,0,2,3,1,1,0,1,5,0,0,0,2,0,3
C14946,11.0,0,0,0,0,0,0,3,3,0,2,10,0,0,0,3,0,1
C14947,12.0,3,2,0,2,0,3,3,2,3,0,10,10,0,10,0,0,2
C14948,12.0,3,0,0,0,1,3,2,2,0,2,10,0,0,0,4,0,1
C14949,12.0,3,3,1,3,0,5,3,2,3,0,10,9,1,9,0,0,2
C14950,12.0,3,1,1,0,0,3,2,2,2,0,10,4,4,0,0,0,0
C14951,12.0,1,2,1,1,0,0,2,1,4,0,10,9,1,8,0,0,2
C14952,12.0,1,0,0,0,1,3,3,1,0,1,10,0,0,0,3,2,1
C14953,12.0,2,1,0,1,0,0,2,1,1,0,10,4,0,4,0,0,0
C14954,12.0,2,3,2,3,0,0,3,1,0,0,10,8,4,7,0,0,2
C14955,12.0,1,2,1,1,0,3,1,1,2,0,10,5,2,2,0,0,0
C14956,12.0,3,1,0,1,1,3,3,3,0,2,10,10,0,10,5,0,4
C14957,6.0,3,3,2,1,3,0,1,1,4,1,9,9,9,7,7,0,4
C14958,12.0,3,2,0,2,0,2,2,3,3,0,10,10,0,10,0,0,2
C14959,12.0,2,2,2,0,0,5,1,1,2,0,10,5,5,0,0,0,0
C14960,12.0,5,0,2,0,0,6,3,3,7,0,10,10,4,10,0,0,5
C14961,12.0,0,2,2,0,2,6,3,3,1,2,10,1,1,0,3,0,1
C14962,12.0,1,0,3,3,0,5,3,1,0,0,10,10,10,10,0,10,5
C14963,12.0,2,2,1,2,1,2,1,2,5,1,10,10,3,10,1,0,2
C14964,12.0,3,6,5,0,0,6,6,1,8,0,10,10,10,10,0,10,5
C14965,9.0,1,1,1,0,0,5,2,1,1,0,4,2,2,0,0,0,3
C14966,12.0,1,2,0,2,0,3,1,1,4,0,10,9,0,9,0,1,2
C14967,12.0,3,1,1,0,3,3,2,1,1,1,10,1,1,0,2,0,1
C14968,6.0,1,1,0,1,0,3,1,1,2,0,10,10,0,9,0,3,2
C14969,12.0,3,0,0,0,2,3,1,1,0,3,10,0,0,0,4,0,1
C14970,12.0,0,0,0,0,0,0,5,3,0,2,10,0,0,0,4,1,1
C14971,7.0,1,0,0,0,1,3,1,1,0,1,6,0,0,0,3,0,3
C14972,12.0,2,0,0,0,3,0,2,1,0,1,7,0,0,0,2,0,1
C14973,12.0,1,1,0,1,0,3,1,1,2,0,7,6,0,6,0,2,2
C14974,12.0,2,3,3,0,0,0,2,1,3,0,10,3,3,0,0,0,0
C14975,12.0,2,2,2,1,0,5,3,1,5,0,10,10,9,5,0,0,5
C14976,12.0,1,3,0,3,0,3,3,1,4,0,6,7,0,6,0,4,2
C14977,12.0,1,1,1,1,0,0,3,1,2,0,6,3,3,3,0,4,3
C14978,12.0,1,2,1,1,0,3,2,1,3,0,10,10,1,10,0,5,2
C14979,12.0,2,3,3,3,0,5,3,1,5,0,10,10,5,10,0,0,5
C14980,11.0,3,0,0,0,0,3,3,2,0,0,10,0,0,0,8,0,1
C14981,12.0,1,1,1,0,0,3,1,1,1,0,4,3,3,0,0,0,3
C14982,12.0,1,2,1,1,0,0,1,1,3,0,10,6,1,5,0,0,0
C14983,12.0,2,3,1,3,1,3,3,1,0,1,10,10,1,10,1,1,2
C14984,12.0,3,1,0,1,0,3,1,1,1,0,10,1,0,1,0,0,0
C14985,12.0,0,0,0,0,3,5,2,3,0,1,10,0,0,0,1,0,1
C14986,12.0,2,1,1,1,3,3,3,1,2,2,10,3,3,2,5,0,4
C14987,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,5,2
C14988,12.0,1,1,1,1,0,3,1,1,1,0,9,3,1,1,0,2,0
C14989,12.0,1,1,0,1,0,3,1,1,2,0,7,5,0,5,0,3,3
C14990,12.0,5,3,2,2,3,5,0,3,2,1,10,7,2,5,2,0,4
C14991,12.0,1,3,0,3,0,0,3,1,2,0,8,5,0,5,0,7,2
C14992,12.0,3,1,1,0,0,3,2,2,3,0,10,10,10,0,0,0,0
C14993,12.0,1,1,0,1,0,6,2,1,2,0,6,5,0,5,0,10,3
C14994,12.0,1,3,3,1,0,0,3,1,5,0,10,6,6,1,0,4,5
C14995,11.0,2,2,0,2,0,0,2,1,2,0,10,7,0,6,0,0,2
C14996,12.0,1,3,2,2,3,3,0,1,7,3,10,10,7,10,5,10,5
C14997,12.0,0,0,0,0,2,5,3,2,0,1,10,0,0,0,2,0,1
C14998,12.0,1,1,1,0,0,5,1,1,1,0,10,1,1,0,0,0,0
C15000,12.0,2,3,3,1,0,3,3,1,5,0,10,10,6,4,0,1,5
C15001,12.0,1,1,0,1,0,3,1,1,2,0,10,5,0,5,0,0,0
C15002,12.0,1,3,3,0,0,5,1,1,3,0,10,10,10,0,0,3,5
C15003,12.0,2,2,1,1,0,5,3,1,5,0,10,10,8,8,0,4,5
C15004,12.0,1,3,1,3,0,3,3,1,5,0,5,9,3,7,0,2,2
C15005,12.0,0,0,0,0,3,5,6,3,0,2,7,0,0,0,4,2,1
C15006,12.0,2,2,0,2,0,3,3,2,3,0,8,5,0,5,0,1,2
C15007,12.0,0,1,0,1,0,3,0,1,1,0,0,2,0,2,0,0,3
C15008,12.0,0,0,0,0,1,0,3,3,0,1,10,0,0,0,2,0,1
C15009,12.0,1,1,0,1,0,0,1,1,1,0,10,3,0,2,0,0,0
C15010,12.0,1,1,1,0,0,3,1,1,3,0,6,10,10,0,0,0,0
C15011,12.0,1,3,3,0,1,2,3,1,0,1,10,8,8,0,3,4,0
C15012,10.0,5,0,0,0,5,5,3,3,0,3,9,0,0,0,3,0,1
C15013,12.0,1,1,0,1,0,3,1,1,1,0,4,2,0,1,0,0,3
C15014,12.0,0,0,3,0,0,5,0,2,0,0,10,10,10,10,0,0,0
C15015,12.0,3,0,0,0,2,3,2,3,0,1,10,0,0,0,3,0,1
C15016,12.0,3,3,3,1,2,0,2,1,5,1,10,10,7,5,1,0,5
C15017,12.0,1,3,3,0,0,6,3,1,2,0,9,5,5,0,0,8,5
C15018,12.0,1,1,0,1,0,3,1,1,1,0,7,5,0,5,0,3,3
C15019,9.0,1,3,3,0,0,3,5,1,1,0,3,2,2,0,0,0,3
C15020,12.0,1,1,0,1,0,0,2,1,3,0,10,9,0,9,0,4,2
C15021,12.0,1,1,1,0,0,0,1,1,1,0,3,1,1,0,0,0,3
C15022,12.0,1,1,0,1,0,2,1,1,2,0,6,6,0,5,0,5,3
C15023,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,5,2
C15025,12.0,2,1,1,1,0,2,2,2,3,0,10,7,1,7,0,0,2
C15026,12.0,2,1,0,1,0,2,1,1,1,0,10,5,0,5,0,0,0
C15027,12.0,3,3,3,2,0,5,2,2,7,0,10,10,6,8,0,0,5
C15028,12.0,1,1,1,1,0,3,3,1,1,0,4,4,1,3,0,10,3
C15029,12.0,3,1,0,1,1,3,2,2,5,1,10,10,0,10,2,0,2
C15030,12.0,1,1,0,1,0,3,1,1,1,0,5,5,0,4,0,10,3
C15031,12.0,3,1,1,0,0,3,3,2,1,2,10,2,2,0,5,1,1
C15032,12.0,1,2,1,1,1,1,3,1,4,1,9,10,2,10,1,1,2
C15033,12.0,1,3,0,3,0,5,3,1,5,0,5,10,0,10,0,4,2
C15034,11.0,0,0,0,0,2,6,3,3,0,2,10,0,0,0,5,0,1
C15035,6.0,1,1,1,0,0,5,1,1,1,0,7,7,7,0,0,0,0
C15036,12.0,1,3,2,3,0,0,3,1,0,0,10,10,10,2,0,10,5
C15037,12.0,1,3,2,2,0,3,3,1,0,0,10,10,10,6,0,0,5
C15038,12.0,3,0,0,0,3,3,3,1,0,1,10,0,0,0,3,0,1
C15039,12.0,1,2,2,1,0,3,2,1,3,0,10,10,10,1,0,3,5
C15040,12.0,2,3,3,3,0,5,3,1,7,0,10,10,10,10,0,0,5
C15041,10.0,3,0,3,3,0,6,5,1,5,1,9,7,6,6,4,0,5
C15042,12.0,1,3,3,1,0,5,3,1,5,0,10,9,5,5,0,7,5
C15043,12.0,5,1,1,1,5,6,3,0,2,3,10,5,1,5,1,0,4
C15044,12.0,3,0,0,0,3,5,2,2,0,1,10,0,0,0,1,0,1
C15045,12.0,3,0,0,0,1,0,2,1,0,1,10,0,0,0,2,0,1
C15046,7.0,2,1,1,0,3,3,2,1,3,1,9,6,6,0,3,0,0
C15047,12.0,0,5,5,2,0,6,0,2,7,0,10,10,10,10,0,0,5
C15048,12.0,2,1,1,0,3,3,1,1,1,1,10,1,1,0,2,0,1
C15049,12.0,2,3,0,3,0,2,3,1,7,0,10,10,0,10,0,1,2
C15050,12.0,0,0,0,0,2,0,2,2,0,1,10,0,0,0,1,0,1
C15051,12.0,2,1,1,0,0,3,3,1,2,0,8,3,3,0,0,2,0
C15052,7.0,3,0,0,0,3,3,1,1,0,1,9,0,0,0,3,0,1
C15054,12.0,3,3,1,3,0,5,3,1,0,0,10,10,2,10,0,0,2
C15055,11.0,1,0,0,0,2,3,1,1,0,1,3,0,0,0,1,0,3
C15056,12.0,0,3,3,1,3,6,3,3,0,1,10,10,10,5,2,0,5
C15057,12.0,0,2,1,1,0,6,0,2,5,0,10,9,6,8,0,0,5
C15058,12.0,3,0,1,0,3,5,1,2,5,3,10,9,2,8,5,0,4
C15059,9.0,3,1,1,0,1,3,1,1,1,1,10,3,3,0,3,0,1
C15060,12.0,3,0,0,0,2,5,2,2,0,1,10,0,0,0,2,0,1
C15061,12.0,1,1,0,1,0,2,1,1,3,0,10,10,0,10,0,0,2
C15062,11.0,1,3,2,2,0,0,3,1,4,0,10,10,5,7,0,9,5
C15063,11.0,1,0,0,0,2,3,2,1,0,1,10,0,0,0,1,1,1
C15064,12.0,3,3,3,1,2,5,2,1,4,1,10,7,5,5,4,0,5
C15065,12.0,1,1,1,0,1,3,1,1,1,1,10,1,1,0,1,3,0
C15067,12.0,1,1,0,1,0,3,2,1,2,0,7,5,0,5,0,2,3
C15068,12.0,1,1,1,0,0,5,1,1,1,0,5,2,2,0,0,0,3
C15069,12.0,1,1,1,0,0,5,1,1,1,0,3,1,1,0,0,0,3
C15070,11.0,1,1,1,0,0,1,1,1,1,0,4,2,2,0,0,0,3
C15071,12.0,1,1,1,0,0,5,1,1,1,0,4,1,1,0,0,0,3
C15073,12.0,3,0,0,0,0,5,5,2,0,2,10,0,0,0,4,1,1
C15074,12.0,0,2,2,1,1,0,2,3,2,1,10,5,5,1,1,0,0
C15075,12.0,3,0,0,0,3,3,2,1,0,1,10,0,0,0,2,0,1
C15076,12.0,0,1,0,1,0,3,1,1,3,0,0,10,0,10,0,0,3
C15077,12.0,1,1,1,0,0,1,1,1,1,0,9,2,2,0,0,0,0
C15078,6.0,3,1,0,1,0,3,1,1,4,0,10,10,0,10,0,0,2
C15079,7.0,1,1,1,1,1,2,1,1,2,1,10,10,2,9,5,0,2
C15080,9.0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,2,0,3
C15081,12.0,3,0,0,0,3,3,1,5,0,1,10,0,0,0,2,0,1
C15082,12.0,3,0,0,0,0,0,1,2,0,1,10,0,0,0,3,0,1
C15083,12.0,1,1,1,0,0,3,3,1,1,0,8,1,1,0,0,1,0
C15084,12.0,0,2,1,1,0,5,2,3,2,3,10,5,2,4,5,0,4
C15085,12.0,1,3,2,2,0,0,3,1,2,0,5,4,3,3,0,0,3
C15086,12.0,3,3,3,0,0,5,2,2,1,0,10,1,1,0,0,0,0
C15087,12.0,0,0,0,0,3,0,3,2,0,2,10,0,0,0,5,0,1
C15088,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C15089,12.0,1,0,0,2,0,0,0,1,7,0,10,10,10,10,0,10,2
C15090,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,0,2
C15091,9.0,2,0,0,0,3,3,3,1,0,3,9,0,0,0,7,2,1
C15092,12.0,2,0,0,0,3,3,1,1,0,3,10,0,0,0,7,0,1
C15093,12.0,1,1,0,1,2,0,2,1,1,1,2,2,0,1,1,0,3
C15094,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,4,0,1
C15095,12.0,2,1,1,0,0,2,1,1,1,0,10,2,2,0,0,0,0
C15096,12.0,1,0,0,0,2,1,2,1,0,1,7,0,0,0,2,0,1
C15097,12.0,1,1,0,1,0,3,1,1,2,0,10,9,0,9,0,4,2
C15098,12.0,2,0,3,3,1,0,0,1,7,1,10,10,10,10,1,2,5
C15099,12.0,3,3,3,1,3,3,0,3,0,4,10,7,6,2,3,0,4
C15100,12.0,2,2,2,0,2,0,1,1,4,2,10,7,7,0,4,0,0
C15101,12.0,3,1,1,0,0,3,0,2,1,0,9,1,1,0,6,2,1
C15102,12.0,1,1,0,1,0,3,1,1,1,0,1,1,0,1,0,0,3
C15103,12.0,1,1,0,1,0,0,1,1,4,0,10,9,0,9,0,9,2
C15104,12.0,1,3,3,3,0,5,3,1,7,0,10,10,10,10,0,10,5
